week,tank,trophic.level,power,taxon,group,ind.L,size.um.length.ind
3,25,P,0,Gloeocystis,Chlorophyta,4,23
3,25,P,0,Microcystis,Cyanobacteria,1,3
3,25,P,0,Oscillatoria,Cyanobacteria,0,63
3,25,P,0,Chrysosphaerella,Cryptophyte,2,30
3,25,P,0,Chrysosphaerella,Cryptophyte,7,30
3,25,P,0,Anabaena,Cyanobacteria,0,30
3,25,P,0,Dinobryon,Cryptophyte,0,20
3,25,P,0,Coleosphaerium,Cyanobacteria,2,6
3,25,P,0,Fragilaria,Cryptophyte,0,40
3,25,P,0,Tabellaria,Diatom,0,50
3,25,P,0,Fragilaria,Cryptophyte,0,40
3,25,P,0,Euglenid,Euglenophyta,0,70
3,25,P,0,Arthrodesmus,Chlorophyta,0,30
3,25,P,0,Planktothrix,Cyanobacteria,0,100
3,25,P,0,Phacus,Euglenophyta,0,35
3,25,P,0,Merismopedia,Cyanobacteria,0,3
3,25,P,0,Chroococcus,Cyanobacteria,60,27
3,25,P,0,Chlamydomonas,Chlorophyta,0,10
3,25,P,0,Synechococcus,Cyanobacteria,0,1.5
3,25,P,0,Gymnodinium,Dinoflagelate,0,55
3,25,P,0,Mallomonas,Synurophyta,1,18
3,25,P,0,Merismopedia,Cyanobacteria,0,3
3,25,P,0,Paramecium,Ciliate,0,120
3,25,P,0,Fischerella,Cyanobacteria,0,80
3,25,P,0,Amoeboid ,Amoeboid,0,3
3,25,P,0,Eunotia,Diatom,0,150
3,25,P,0,Melosira,Diatom,0,40
3,25,P,0,Diatom3,Diatom,0,60
7,25,P,0,Gloeocystis,Chlorophyta,133,23
7,25,P,0,Microcystis,Cyanobacteria,0,3
7,25,P,0,Oscillatoria,Cyanobacteria,6,63
7,25,P,0,Chrysosphaerella,Cryptophyte,1,30
7,25,P,0,Chrysosphaerella,Cryptophyte,1,30
7,25,P,0,Anabaena,Cyanobacteria,0,30
7,25,P,0,Dinobryon,Cryptophyte,0,20
7,25,P,0,Coleosphaerium,Cyanobacteria,0,6
7,25,P,0,Fragilaria,Cryptophyte,5,40
7,25,P,0,Tabellaria,Diatom,0,50
7,25,P,0,Fragilaria,Cryptophyte,0,40
7,25,P,0,Euglenid,Euglenophyta,0,70
7,25,P,0,Arthrodesmus,Chlorophyta,0,30
7,25,P,0,Planktothrix,Cyanobacteria,0,100
7,25,P,0,Phacus,Euglenophyta,0,35
7,25,P,0,Merismopedia,Cyanobacteria,0,3
7,25,P,0,Chroococcus,Cyanobacteria,8,27
7,25,P,0,Chlamydomonas,Chlorophyta,1,10
7,25,P,0,Synechococcus,Cyanobacteria,8,1.5
7,25,P,0,Gymnodinium,Dinoflagelate,0,55
7,25,P,0,Mallomonas,Synurophyta,6,18
7,25,P,0,Merismopedia,Cyanobacteria,0,3
7,25,P,0,Paramecium,Ciliate,1,120
7,25,P,0,Fischerella,Cyanobacteria,0,80
7,25,P,0,Amoeboid ,Amoeboid,0,3
7,25,P,0,Eunotia,Diatom,0,150
7,25,P,0,Melosira,Diatom,0,40
7,25,P,0,Diatom3,Diatom,0,60
8,25,P,0,Gloeocystis,Chlorophyta,50,23
8,25,P,0,Microcystis,Cyanobacteria,0,3
8,25,P,0,Oscillatoria,Cyanobacteria,0,63
8,25,P,0,Chrysosphaerella,Cryptophyte,0,30
8,25,P,0,Chrysosphaerella,Cryptophyte,7,30
8,25,P,0,Anabaena,Cyanobacteria,0,30
8,25,P,0,Dinobryon,Cryptophyte,0,20
8,25,P,0,Coleosphaerium,Cyanobacteria,3,6
8,25,P,0,Fragilaria,Cryptophyte,0,40
8,25,P,0,Tabellaria,Diatom,0,50
8,25,P,0,Fragilaria,Cryptophyte,0,40
8,25,P,0,Euglenid,Euglenophyta,0,70
8,25,P,0,Arthrodesmus,Chlorophyta,0,30
8,25,P,0,Planktothrix,Cyanobacteria,0,100
8,25,P,0,Phacus,Euglenophyta,0,35
8,25,P,0,Merismopedia,Cyanobacteria,0,3
8,25,P,0,Chroococcus,Cyanobacteria,14,27
8,25,P,0,Chlamydomonas,Chlorophyta,0,10
8,25,P,0,Synechococcus,Cyanobacteria,0,1.5
8,25,P,0,Gymnodinium,Dinoflagelate,2,55
8,25,P,0,Mallomonas,Synurophyta,0,18
8,25,P,0,Merismopedia,Cyanobacteria,0,3
8,25,P,0,Paramecium,Ciliate,0,120
8,25,P,0,Fischerella,Cyanobacteria,0,80
8,25,P,0,Amoeboid ,Amoeboid,0,3
8,25,P,0,Eunotia,Diatom,0,150
8,25,P,0,Melosira,Diatom,0,40
8,25,P,0,Diatom3,Diatom,0,60
1,6,P,50,Gloeocystis,Chlorophyta,3,23
1,6,P,50,Microcystis,Cyanobacteria,0,3
1,6,P,50,Oscillatoria,Cyanobacteria,1,63
1,6,P,50,Chrysosphaerella,Cryptophyte,0,30
1,6,P,50,Chrysosphaerella,Cryptophyte,1,30
1,6,P,50,Anabaena,Cyanobacteria,0,30
1,6,P,50,Dinobryon,Cryptophyte,1,20
1,6,P,50,Coleosphaerium,Cyanobacteria,3,6
1,6,P,50,Fragilaria,Cryptophyte,1,40
1,6,P,50,Tabellaria,Diatom,0,50
1,6,P,50,Fragilaria,Cryptophyte,0,40
1,6,P,50,Euglenid,Euglenophyta,0,70
1,6,P,50,Arthrodesmus,Chlorophyta,0,30
1,6,P,50,Planktothrix,Cyanobacteria,0,100
1,6,P,50,Phacus,Euglenophyta,0,35
1,6,P,50,Merismopedia,Cyanobacteria,0,3
1,6,P,50,Chroococcus,Cyanobacteria,0,27
1,6,P,50,Chlamydomonas,Chlorophyta,0,10
1,6,P,50,Synechococcus,Cyanobacteria,2,1.5
1,6,P,50,Gymnodinium,Dinoflagelate,0,55
1,6,P,50,Mallomonas,Synurophyta,0,18
1,6,P,50,Merismopedia,Cyanobacteria,0,3
1,6,P,50,Paramecium,Ciliate,0,120
1,6,P,50,Fischerella,Cyanobacteria,0,80
1,6,P,50,Amoeboid ,Amoeboid,0,3
1,6,P,50,Eunotia,Diatom,0,150
1,6,P,50,Melosira,Diatom,0,40
1,6,P,50,Diatom3,Diatom,0,60
2,6,P,50,Gloeocystis,Chlorophyta,0,23
2,6,P,50,Microcystis,Cyanobacteria,1,3
2,6,P,50,Oscillatoria,Cyanobacteria,2,63
2,6,P,50,Chrysosphaerella,Cryptophyte,0,30
2,6,P,50,Chrysosphaerella,Cryptophyte,13,30
2,6,P,50,Anabaena,Cyanobacteria,2,30
2,6,P,50,Dinobryon,Cryptophyte,0,20
2,6,P,50,Coleosphaerium,Cyanobacteria,0,6
2,6,P,50,Fragilaria,Cryptophyte,0,40
2,6,P,50,Tabellaria,Diatom,0,50
2,6,P,50,Fragilaria,Cryptophyte,3,40
2,6,P,50,Euglenid,Euglenophyta,0,70
2,6,P,50,Arthrodesmus,Chlorophyta,0,30
2,6,P,50,Planktothrix,Cyanobacteria,0,100
2,6,P,50,Phacus,Euglenophyta,0,35
2,6,P,50,Merismopedia,Cyanobacteria,0,3
2,6,P,50,Chroococcus,Cyanobacteria,8,27
2,6,P,50,Chlamydomonas,Chlorophyta,0,10
2,6,P,50,Synechococcus,Cyanobacteria,0,1.5
2,6,P,50,Gymnodinium,Dinoflagelate,4,55
2,6,P,50,Mallomonas,Synurophyta,0,18
2,6,P,50,Merismopedia,Cyanobacteria,0,3
2,6,P,50,Paramecium,Ciliate,0,120
2,6,P,50,Fischerella,Cyanobacteria,0,80
2,6,P,50,Amoeboid ,Amoeboid,0,3
2,6,P,50,Eunotia,Diatom,0,150
2,6,P,50,Melosira,Diatom,0,40
2,6,P,50,Diatom3,Diatom,0,60
3,6,P,50,Gloeocystis,Chlorophyta,89,23
3,6,P,50,Microcystis,Cyanobacteria,0,3
3,6,P,50,Oscillatoria,Cyanobacteria,0,63
3,6,P,50,Chrysosphaerella,Cryptophyte,0,30
3,6,P,50,Chrysosphaerella,Cryptophyte,0,30
3,6,P,50,Anabaena,Cyanobacteria,0,30
3,6,P,50,Dinobryon,Cryptophyte,0,20
3,6,P,50,Coleosphaerium,Cyanobacteria,1,6
3,6,P,50,Fragilaria,Cryptophyte,0,40
3,6,P,50,Tabellaria,Diatom,0,50
3,6,P,50,Fragilaria,Cryptophyte,0,40
3,6,P,50,Euglenid,Euglenophyta,0,70
3,6,P,50,Arthrodesmus,Chlorophyta,0,30
3,6,P,50,Planktothrix,Cyanobacteria,0,100
3,6,P,50,Phacus,Euglenophyta,0,35
3,6,P,50,Merismopedia,Cyanobacteria,0,3
3,6,P,50,Chroococcus,Cyanobacteria,157,27
3,6,P,50,Chlamydomonas,Chlorophyta,0,10
3,6,P,50,Synechococcus,Cyanobacteria,0,1.5
3,6,P,50,Gymnodinium,Dinoflagelate,0,55
3,6,P,50,Mallomonas,Synurophyta,1,18
3,6,P,50,Merismopedia,Cyanobacteria,0,3
3,6,P,50,Paramecium,Ciliate,0,120
3,6,P,50,Fischerella,Cyanobacteria,0,80
3,6,P,50,Amoeboid ,Amoeboid,0,3
3,6,P,50,Eunotia,Diatom,0,150
3,6,P,50,Melosira,Diatom,0,40
3,6,P,50,Diatom3,Diatom,0,60
7,6,P,50,Gloeocystis,Chlorophyta,227,23
7,6,P,50,Microcystis,Cyanobacteria,0,3
7,6,P,50,Oscillatoria,Cyanobacteria,2,63
7,6,P,50,Chrysosphaerella,Cryptophyte,0,30
7,6,P,50,Chrysosphaerella,Cryptophyte,17,30
7,6,P,50,Anabaena,Cyanobacteria,0,30
7,6,P,50,Dinobryon,Cryptophyte,0,20
7,6,P,50,Coleosphaerium,Cyanobacteria,1,6
7,6,P,50,Fragilaria,Cryptophyte,0,40
7,6,P,50,Tabellaria,Diatom,0,50
7,6,P,50,Fragilaria,Cryptophyte,2,40
7,6,P,50,Euglenid,Euglenophyta,0,70
7,6,P,50,Arthrodesmus,Chlorophyta,0,30
7,6,P,50,Planktothrix,Cyanobacteria,0,100
7,6,P,50,Phacus,Euglenophyta,0,35
7,6,P,50,Merismopedia,Cyanobacteria,0,3
7,6,P,50,Chroococcus,Cyanobacteria,50,27
7,6,P,50,Chlamydomonas,Chlorophyta,0,10
7,6,P,50,Synechococcus,Cyanobacteria,1,1.5
7,6,P,50,Gymnodinium,Dinoflagelate,0,55
7,6,P,50,Mallomonas,Synurophyta,1,18
7,6,P,50,Merismopedia,Cyanobacteria,0,3
7,6,P,50,Paramecium,Ciliate,0,120
7,6,P,50,Fischerella,Cyanobacteria,0,80
7,6,P,50,Amoeboid ,Amoeboid,0,3
7,6,P,50,Eunotia,Diatom,0,150
7,6,P,50,Melosira,Diatom,0,40
7,6,P,50,Diatom3,Diatom,0,60
8,6,P,50,Gloeocystis,Chlorophyta,193,23
8,6,P,50,Microcystis,Cyanobacteria,10,3
8,6,P,50,Oscillatoria,Cyanobacteria,4,63
8,6,P,50,Chrysosphaerella,Cryptophyte,0,30
8,6,P,50,Chrysosphaerella,Cryptophyte,8,30
8,6,P,50,Anabaena,Cyanobacteria,4,30
8,6,P,50,Dinobryon,Cryptophyte,0,20
8,6,P,50,Coleosphaerium,Cyanobacteria,0,6
8,6,P,50,Fragilaria,Cryptophyte,4,40
8,6,P,50,Tabellaria,Diatom,0,50
8,6,P,50,Fragilaria,Cryptophyte,0,40
8,6,P,50,Euglenid,Euglenophyta,0,70
8,6,P,50,Arthrodesmus,Chlorophyta,0,30
8,6,P,50,Planktothrix,Cyanobacteria,0,100
8,6,P,50,Phacus,Euglenophyta,0,35
8,6,P,50,Merismopedia,Cyanobacteria,0,3
8,6,P,50,Chroococcus,Cyanobacteria,0,27
8,6,P,50,Chlamydomonas,Chlorophyta,0,10
8,6,P,50,Synechococcus,Cyanobacteria,0,1.5
8,6,P,50,Gymnodinium,Dinoflagelate,0,55
8,6,P,50,Mallomonas,Synurophyta,0,18
8,6,P,50,Merismopedia,Cyanobacteria,0,3
8,6,P,50,Paramecium,Ciliate,0,120
8,6,P,50,Fischerella,Cyanobacteria,0,80
8,6,P,50,Amoeboid ,Amoeboid,0,3
8,6,P,50,Eunotia,Diatom,0,150
8,6,P,50,Melosira,Diatom,0,40
8,6,P,50,Diatom3,Diatom,0,60
1,15,P,100,Gloeocystis,Chlorophyta,0,23
1,15,P,100,Microcystis,Cyanobacteria,0,3
1,15,P,100,Oscillatoria,Cyanobacteria,0,63
1,15,P,100,Chrysosphaerella,Cryptophyte,0,30
1,15,P,100,Chrysosphaerella,Cryptophyte,0,30
1,15,P,100,Anabaena,Cyanobacteria,0,30
1,15,P,100,Dinobryon,Cryptophyte,0,20
1,15,P,100,Coleosphaerium,Cyanobacteria,0,6
1,15,P,100,Fragilaria,Cryptophyte,0,40
1,15,P,100,Tabellaria,Diatom,0,50
1,15,P,100,Fragilaria,Cryptophyte,5,40
1,15,P,100,Euglenid,Euglenophyta,0,70
1,15,P,100,Arthrodesmus,Chlorophyta,1,30
1,15,P,100,Planktothrix,Cyanobacteria,0,100
1,15,P,100,Phacus,Euglenophyta,0,35
1,15,P,100,Merismopedia,Cyanobacteria,0,3
1,15,P,100,Chroococcus,Cyanobacteria,0,27
1,15,P,100,Chlamydomonas,Chlorophyta,0,10
1,15,P,100,Synechococcus,Cyanobacteria,0,1.5
1,15,P,100,Gymnodinium,Dinoflagelate,4,55
1,15,P,100,Mallomonas,Synurophyta,0,18
1,15,P,100,Merismopedia,Cyanobacteria,0,3
1,15,P,100,Paramecium,Ciliate,0,120
1,15,P,100,Fischerella,Cyanobacteria,0,80
1,15,P,100,Amoeboid ,Amoeboid,0,3
1,15,P,100,Eunotia,Diatom,0,150
1,15,P,100,Melosira,Diatom,0,40
1,15,P,100,Diatom3,Diatom,0,60
2,15,P,100,Gloeocystis,Chlorophyta,2,23
2,15,P,100,Microcystis,Cyanobacteria,0,3
2,15,P,100,Oscillatoria,Cyanobacteria,0,63
2,15,P,100,Chrysosphaerella,Cryptophyte,0,30
2,15,P,100,Chrysosphaerella,Cryptophyte,14,30
2,15,P,100,Anabaena,Cyanobacteria,0,30
2,15,P,100,Dinobryon,Cryptophyte,0,20
2,15,P,100,Coleosphaerium,Cyanobacteria,0,6
2,15,P,100,Fragilaria,Cryptophyte,1,40
2,15,P,100,Tabellaria,Diatom,0,50
2,15,P,100,Fragilaria,Cryptophyte,0,40
2,15,P,100,Euglenid,Euglenophyta,0,70
2,15,P,100,Arthrodesmus,Chlorophyta,0,30
2,15,P,100,Planktothrix,Cyanobacteria,0,100
2,15,P,100,Phacus,Euglenophyta,0,35
2,15,P,100,Merismopedia,Cyanobacteria,0,3
2,15,P,100,Chroococcus,Cyanobacteria,0,27
2,15,P,100,Chlamydomonas,Chlorophyta,0,10
2,15,P,100,Synechococcus,Cyanobacteria,0,1.5
2,15,P,100,Gymnodinium,Dinoflagelate,3,55
2,15,P,100,Mallomonas,Synurophyta,0,18
2,15,P,100,Merismopedia,Cyanobacteria,0,3
2,15,P,100,Paramecium,Ciliate,0,120
2,15,P,100,Fischerella,Cyanobacteria,0,80
2,15,P,100,Amoeboid ,Amoeboid,0,3
2,15,P,100,Eunotia,Diatom,0,150
2,15,P,100,Melosira,Diatom,2,40
2,15,P,100,Diatom3,Diatom,0,60
3,15,P,100,Gloeocystis,Chlorophyta,44,23
3,15,P,100,Microcystis,Cyanobacteria,0,3
3,15,P,100,Oscillatoria,Cyanobacteria,0,63
3,15,P,100,Chrysosphaerella,Cryptophyte,1,30
3,15,P,100,Chrysosphaerella,Cryptophyte,0,30
3,15,P,100,Anabaena,Cyanobacteria,0,30
3,15,P,100,Dinobryon,Cryptophyte,0,20
3,15,P,100,Coleosphaerium,Cyanobacteria,0,6
3,15,P,100,Fragilaria,Cryptophyte,0,40
3,15,P,100,Tabellaria,Diatom,0,50
3,15,P,100,Fragilaria,Cryptophyte,0,40
3,15,P,100,Euglenid,Euglenophyta,0,70
3,15,P,100,Arthrodesmus,Chlorophyta,0,30
3,15,P,100,Planktothrix,Cyanobacteria,0,100
3,15,P,100,Phacus,Euglenophyta,0,35
3,15,P,100,Merismopedia,Cyanobacteria,0,3
3,15,P,100,Chroococcus,Cyanobacteria,82,27
3,15,P,100,Chlamydomonas,Chlorophyta,0,10
3,15,P,100,Synechococcus,Cyanobacteria,0,1.5
3,15,P,100,Gymnodinium,Dinoflagelate,1,55
3,15,P,100,Mallomonas,Synurophyta,18,18
3,15,P,100,Merismopedia,Cyanobacteria,0,3
3,15,P,100,Paramecium,Ciliate,0,120
3,15,P,100,Fischerella,Cyanobacteria,0,80
3,15,P,100,Amoeboid ,Amoeboid,0,3
3,15,P,100,Eunotia,Diatom,0,150
3,15,P,100,Melosira,Diatom,0,40
3,15,P,100,Diatom3,Diatom,0,60
7,15,P,100,Gloeocystis,Chlorophyta,17,23
7,15,P,100,Microcystis,Cyanobacteria,0,3
7,15,P,100,Oscillatoria,Cyanobacteria,0,63
7,15,P,100,Chrysosphaerella,Cryptophyte,0,30
7,15,P,100,Chrysosphaerella,Cryptophyte,0,30
7,15,P,100,Anabaena,Cyanobacteria,0,30
7,15,P,100,Dinobryon,Cryptophyte,0,20
7,15,P,100,Coleosphaerium,Cyanobacteria,0,6
7,15,P,100,Fragilaria,Cryptophyte,0,40
7,15,P,100,Tabellaria,Diatom,0,50
7,15,P,100,Fragilaria,Cryptophyte,0,40
7,15,P,100,Euglenid,Euglenophyta,0,70
7,15,P,100,Arthrodesmus,Chlorophyta,0,30
7,15,P,100,Planktothrix,Cyanobacteria,0,100
7,15,P,100,Phacus,Euglenophyta,0,35
7,15,P,100,Merismopedia,Cyanobacteria,0,3
7,15,P,100,Chroococcus,Cyanobacteria,8,27
7,15,P,100,Chlamydomonas,Chlorophyta,0,10
7,15,P,100,Synechococcus,Cyanobacteria,104,1.5
7,15,P,100,Gymnodinium,Dinoflagelate,0,55
7,15,P,100,Mallomonas,Synurophyta,73,18
7,15,P,100,Merismopedia,Cyanobacteria,0,3
7,15,P,100,Paramecium,Ciliate,0,120
7,15,P,100,Fischerella,Cyanobacteria,0,80
7,15,P,100,Amoeboid ,Amoeboid,0,3
7,15,P,100,Eunotia,Diatom,0,150
7,15,P,100,Melosira,Diatom,0,40
7,15,P,100,Diatom3,Diatom,0,60
8,15,P,100,Gloeocystis,Chlorophyta,18,23
8,15,P,100,Microcystis,Cyanobacteria,0,3
8,15,P,100,Oscillatoria,Cyanobacteria,0,63
8,15,P,100,Chrysosphaerella,Cryptophyte,0,30
8,15,P,100,Chrysosphaerella,Cryptophyte,4,30
8,15,P,100,Anabaena,Cyanobacteria,0,30
8,15,P,100,Dinobryon,Cryptophyte,0,20
8,15,P,100,Coleosphaerium,Cyanobacteria,0,6
8,15,P,100,Fragilaria,Cryptophyte,0,40
8,15,P,100,Tabellaria,Diatom,0,50
8,15,P,100,Fragilaria,Cryptophyte,0,40
8,15,P,100,Euglenid,Euglenophyta,1,70
8,15,P,100,Arthrodesmus,Chlorophyta,0,30
8,15,P,100,Planktothrix,Cyanobacteria,0,100
8,15,P,100,Phacus,Euglenophyta,0,35
8,15,P,100,Merismopedia,Cyanobacteria,0,3
8,15,P,100,Chroococcus,Cyanobacteria,4,27
8,15,P,100,Chlamydomonas,Chlorophyta,0,10
8,15,P,100,Synechococcus,Cyanobacteria,4,1.5
8,15,P,100,Gymnodinium,Dinoflagelate,5,55
8,15,P,100,Mallomonas,Synurophyta,0,18
8,15,P,100,Merismopedia,Cyanobacteria,0,3
8,15,P,100,Paramecium,Ciliate,0,120
8,15,P,100,Fischerella,Cyanobacteria,0,80
8,15,P,100,Amoeboid ,Amoeboid,0,3
8,15,P,100,Eunotia,Diatom,0,150
8,15,P,100,Melosira,Diatom,0,40
8,15,P,100,Diatom3,Diatom,0,60
1,3,P,150,Gloeocystis,Chlorophyta,2,23
1,3,P,150,Microcystis,Cyanobacteria,0,3
1,3,P,150,Oscillatoria,Cyanobacteria,1,63
1,3,P,150,Chrysosphaerella,Cryptophyte,0,30
1,3,P,150,Chrysosphaerella,Cryptophyte,0,30
1,3,P,150,Anabaena,Cyanobacteria,0,30
1,3,P,150,Dinobryon,Cryptophyte,0,20
1,3,P,150,Coleosphaerium,Cyanobacteria,0,6
1,3,P,150,Fragilaria,Cryptophyte,1,40
1,3,P,150,Tabellaria,Diatom,0,50
1,3,P,150,Fragilaria,Cryptophyte,1,40
1,3,P,150,Euglenid,Euglenophyta,0,70
1,3,P,150,Arthrodesmus,Chlorophyta,0,30
1,3,P,150,Planktothrix,Cyanobacteria,0,100
1,3,P,150,Phacus,Euglenophyta,0,35
1,3,P,150,Merismopedia,Cyanobacteria,0,3
1,3,P,150,Chroococcus,Cyanobacteria,0,27
1,3,P,150,Chlamydomonas,Chlorophyta,0,10
1,3,P,150,Synechococcus,Cyanobacteria,0,1.5
1,3,P,150,Gymnodinium,Dinoflagelate,1,55
1,3,P,150,Mallomonas,Synurophyta,0,18
1,3,P,150,Merismopedia,Cyanobacteria,0,3
1,3,P,150,Paramecium,Ciliate,0,120
1,3,P,150,Fischerella,Cyanobacteria,0,80
1,3,P,150,Amoeboid ,Amoeboid,0,3
1,3,P,150,Eunotia,Diatom,0,150
1,3,P,150,Melosira,Diatom,0,40
1,3,P,150,Diatom3,Diatom,0,60
2,3,P,150,Gloeocystis,Chlorophyta,11,23
2,3,P,150,Microcystis,Cyanobacteria,149,3
2,3,P,150,Oscillatoria,Cyanobacteria,1,63
2,3,P,150,Chrysosphaerella,Cryptophyte,0,30
2,3,P,150,Chrysosphaerella,Cryptophyte,1,30
2,3,P,150,Anabaena,Cyanobacteria,0,30
2,3,P,150,Dinobryon,Cryptophyte,0,20
2,3,P,150,Coleosphaerium,Cyanobacteria,1,6
2,3,P,150,Fragilaria,Cryptophyte,0,40
2,3,P,150,Tabellaria,Diatom,0,50
2,3,P,150,Fragilaria,Cryptophyte,0,40
2,3,P,150,Euglenid,Euglenophyta,0,70
2,3,P,150,Arthrodesmus,Chlorophyta,0,30
2,3,P,150,Planktothrix,Cyanobacteria,0,100
2,3,P,150,Phacus,Euglenophyta,0,35
2,3,P,150,Merismopedia,Cyanobacteria,0,3
2,3,P,150,Chroococcus,Cyanobacteria,63,27
2,3,P,150,Chlamydomonas,Chlorophyta,0,10
2,3,P,150,Synechococcus,Cyanobacteria,0,1.5
2,3,P,150,Gymnodinium,Dinoflagelate,0,55
2,3,P,150,Mallomonas,Synurophyta,0,18
2,3,P,150,Merismopedia,Cyanobacteria,0,3
2,3,P,150,Paramecium,Ciliate,0,120
2,3,P,150,Fischerella,Cyanobacteria,0,80
2,3,P,150,Amoeboid ,Amoeboid,0,3
2,3,P,150,Eunotia,Diatom,0,150
2,3,P,150,Melosira,Diatom,0,40
2,3,P,150,Diatom3,Diatom,0,60
3,3,P,150,Gloeocystis,Chlorophyta,323,23
3,3,P,150,Microcystis,Cyanobacteria,0,3
3,3,P,150,Oscillatoria,Cyanobacteria,0,63
3,3,P,150,Chrysosphaerella,Cryptophyte,0,30
3,3,P,150,Chrysosphaerella,Cryptophyte,0,30
3,3,P,150,Anabaena,Cyanobacteria,0,30
3,3,P,150,Dinobryon,Cryptophyte,0,20
3,3,P,150,Coleosphaerium,Cyanobacteria,0,6
3,3,P,150,Fragilaria,Cryptophyte,0,40
3,3,P,150,Tabellaria,Diatom,0,50
3,3,P,150,Fragilaria,Cryptophyte,0,40
3,3,P,150,Euglenid,Euglenophyta,0,70
3,3,P,150,Arthrodesmus,Chlorophyta,0,30
3,3,P,150,Planktothrix,Cyanobacteria,0,100
3,3,P,150,Phacus,Euglenophyta,0,35
3,3,P,150,Merismopedia,Cyanobacteria,0,3
3,3,P,150,Chroococcus,Cyanobacteria,174,27
3,3,P,150,Chlamydomonas,Chlorophyta,0,10
3,3,P,150,Synechococcus,Cyanobacteria,0,1.5
3,3,P,150,Gymnodinium,Dinoflagelate,0,55
3,3,P,150,Mallomonas,Synurophyta,0,18
3,3,P,150,Merismopedia,Cyanobacteria,0,3
3,3,P,150,Paramecium,Ciliate,0,120
3,3,P,150,Fischerella,Cyanobacteria,0,80
3,3,P,150,Amoeboid ,Amoeboid,0,3
3,3,P,150,Eunotia,Diatom,0,150
3,3,P,150,Melosira,Diatom,0,40
3,3,P,150,Diatom3,Diatom,0,60
7,3,P,150,Gloeocystis,Chlorophyta,140,23
7,3,P,150,Microcystis,Cyanobacteria,0,3
7,3,P,150,Oscillatoria,Cyanobacteria,0,63
7,3,P,150,Chrysosphaerella,Cryptophyte,4,30
7,3,P,150,Chrysosphaerella,Cryptophyte,12,30
7,3,P,150,Anabaena,Cyanobacteria,1,30
7,3,P,150,Dinobryon,Cryptophyte,0,20
7,3,P,150,Coleosphaerium,Cyanobacteria,0,6
7,3,P,150,Fragilaria,Cryptophyte,0,40
7,3,P,150,Tabellaria,Diatom,0,50
