date,julian day ,tank,temp,treatment,species,stage,stage,sex,Skaltenteile,Verg,comments,size in cm
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B3S,,2.5,6.0,,0.425
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B3S,,2.4,6.0,,0.408
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B3S,,2.5,6.0,,0.425
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B3S,,2.6,6.0,,0.442
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B4S,,2.9,6.0,,0.493
21/8/12,234,4,300,PP+Z+N,cyclopoid,,5B5S,,3.8,6.0,,0.646
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B3S,,2.0,6.0,,0.340
21/8/12,234,4,300,PP+Z+N,cyclopoid,,4B4S,,3.2,6.0,,0.544
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B4S,,2.5,6.0,,0.425
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.6,6.0,Oithona,0.612
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.1,6.0,Oithona,0.527
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.6,6.0,Oithona,0.612
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.1,6.0,,0.527
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,female,3.1,6.0,,0.527
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.3,6.0,,0.561
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.4,6.0,,0.578
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.5,6.0,,0.595
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.4,6.0,,0.578
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.4,6.0,,0.578
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.3,6.0,,0.561
28/8/12,241,4,300,PP+Z+N,cyclopoid,,4B5S,,3.3,6.0,,0.561
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
