<<<<<<< Updated upstream
Tank,Week,average temp,Fields.Of.View,power,trophic.level,species,functional type,N-fixer,density
25,1,22.377,40,0,P,Gloeocystis,Chlorophycea,no,0
5,1,26.945,40,100,PZN,Microcystis,Cyanobacteria,yes,0
16,1,27.012,40,150,PZN,Microcystis,Cyanobacteria,yes,0
10,1,26.568,40,200,PZN,Microcystis,Cyanobacteria,yes,7.5
26,1,27.238,40,250,PZN,Microcystis,Cyanobacteria,yes,3
4,1,28.023,40,300,PZN,Microcystis,Cyanobacteria,yes,0
7,1,29.789,40,350,PZN,Microcystis,Cyanobacteria,yes,0
23,1,30.123,40,400,PZN,Microcystis,Cyanobacteria,yes,0
18,1,31.003,40,450,PZN,Microcystis,Cyanobacteria,yes,0
25,1,22.377,40,0,P,Oscillatoria,Cyanobacteria,no,0
6,1,23.234,40,50,P,Oscillatoria,Cyanobacteria,no,1.5
15,1,26.966,40,100,P,Oscillatoria,Cyanobacteria,no,0
3,1,27.684,40,150,P,Oscillatoria,Cyanobacteria,no,1.5
29,1,28.328,40,200,P,Oscillatoria,Cyanobacteria,no,1.5
17,1,27.356,40,250,P,Oscillatoria,Cyanobacteria,no,1.5
27,1,28.637,40,300,P,Oscillatoria,Cyanobacteria,no,1.5
14,1,29.458,20,350,P,Oscillatoria,Cyanobacteria,no,903
1,1,30.023,40,400,P,Oscillatoria,Cyanobacteria,no,4.5
8,1,31.976,40,450,P,Oscillatoria,Cyanobacteria,no,4.5
11,1,22.853,40,0,PZ,Oscillatoria,Cyanobacteria,no,0
21,1,23.476,40,50,PZ,Oscillatoria,Cyanobacteria,no,1.5
28,1,26.966,40,100,PZ,Oscillatoria,Cyanobacteria,no,0
19,1,27.698,40,150,PZ,Oscillatoria,Cyanobacteria,no,1.5
12,1,27.987,40,200,PZ,Oscillatoria,Cyanobacteria,no,1.5
13,1,27.568,40,250,PZ,Oscillatoria,Cyanobacteria,no,1.5
22,1,28.035,40,300,PZ,Oscillatoria,Cyanobacteria,no,0
20,1,29.023,40,350,PZ,Oscillatoria,Cyanobacteria,no,0
9,1,30.213,40,400,PZ,Oscillatoria,Cyanobacteria,no,0
30,1,31.465,40,450,PZ,Oscillatoria,Cyanobacteria,no,4.5
2,1,22.948,40,0,PZN,Oscillatoria,Cyanobacteria,no,0
24,1,23.687,40,50,PZN,Oscillatoria,Cyanobacteria,no,1.5
5,1,26.945,40,100,PZN,Oscillatoria,Cyanobacteria,no,1.5
16,1,27.012,40,150,PZN,Oscillatoria,Cyanobacteria,no,0
10,1,26.568,40,200,PZN,Oscillatoria,Cyanobacteria,no,3
26,1,27.238,40,250,PZN,Oscillatoria,Cyanobacteria,no,0
4,1,28.023,40,300,PZN,Oscillatoria,Cyanobacteria,no,0
7,1,29.789,40,350,PZN,Oscillatoria,Cyanobacteria,no,0
23,1,30.123,40,400,PZN,Oscillatoria,Cyanobacteria,no,0
18,1,31.003,40,450,PZN,Oscillatoria,Cyanobacteria,no,0
25,1,22.377,40,0,P,Chrysospherella,Chrysophycea,no,0
6,1,23.234,40,50,P,Chrysospherella,Chrysophycea,no,0
15,1,26.966,40,100,P,Chrysospherella,Chrysophycea,no,0
3,1,27.684,40,150,P,Chrysospherella,Chrysophycea,no,0
29,1,28.328,40,200,P,Chrysospherella,Chrysophycea,no,0
17,1,27.356,40,250,P,Chrysospherella,Chrysophycea,no,0
27,1,28.637,40,300,P,Chrysospherella,Chrysophycea,no,0
14,1,29.458,20,350,P,Chrysospherella,Chrysophycea,no,0
1,1,30.023,40,400,P,Chrysospherella,Chrysophycea,no,0
8,1,31.976,40,450,P,Chrysospherella,Chrysophycea,no,0
11,1,22.853,40,0,PZ,Chrysospherella,Chrysophycea,no,0
21,1,23.476,40,50,PZ,Chrysospherella,Chrysophycea,no,0
28,1,26.966,40,100,PZ,Chrysospherella,Chrysophycea,no,0
19,1,27.698,40,150,PZ,Chrysospherella,Chrysophycea,no,0
12,1,27.987,40,200,PZ,Chrysospherella,Chrysophycea,no,0
13,1,27.568,40,250,PZ,Chrysospherella,Chrysophycea,no,0
22,1,28.035,40,300,PZ,Chrysospherella,Chrysophycea,no,0
20,1,29.023,40,350,PZ,Chrysospherella,Chrysophycea,no,0
9,1,30.213,40,400,PZ,Chrysospherella,Chrysophycea,no,0
30,1,31.465,40,450,PZ,Chrysospherella,Chrysophycea,no,0
2,1,22.948,40,0,PZN,Chrysospherella,Chrysophycea,no,1.5
24,1,23.687,40,50,PZN,Chrysospherella,Chrysophycea,no,0
5,1,26.945,40,100,PZN,Chrysospherella,Chrysophycea,no,0
16,1,27.012,40,150,PZN,Chrysospherella,Chrysophycea,no,0
10,1,26.568,40,200,PZN,Chrysospherella,Chrysophycea,no,0
26,1,27.238,40,250,PZN,Chrysospherella,Chrysophycea,no,0
4,1,28.023,40,300,PZN,Chrysospherella,Chrysophycea,no,0
7,1,29.789,40,350,PZN,Chrysospherella,Chrysophycea,no,0
23,1,30.123,40,400,PZN,Chrysospherella,Chrysophycea,no,0
18,1,31.003,40,450,PZN,Chrysospherella,Chrysophycea,no,0
25,1,22.377,40,0,P,Chrysophyte,Chrysophycea,no,0
6,1,23.234,40,50,P,Chrysophyte,Chrysophycea,no,1.5
15,1,26.966,40,100,P,Chrysophyte,Chrysophycea,no,0
3,1,27.684,40,150,P,Chrysophyte,Chrysophycea,no,0
29,1,28.328,40,200,P,Chrysophyte,Chrysophycea,no,1.5
17,1,27.356,40,250,P,Chrysophyte,Chrysophycea,no,0
27,1,28.637,40,300,P,Chrysophyte,Chrysophycea,no,0
14,1,29.458,20,350,P,Chrysophyte,Chrysophycea,no,0
1,1,30.023,40,400,P,Chrysophyte,Chrysophycea,no,1.5
8,1,31.976,40,450,P,Chrysophyte,Chrysophycea,no,0
11,1,22.853,40,0,PZ,Chrysophyte,Chrysophycea,no,0
21,1,23.476,40,50,PZ,Chrysophyte,Chrysophycea,no,0
28,1,26.966,40,100,PZ,Chrysophyte,Chrysophycea,no,0
19,1,27.698,40,150,PZ,Chrysophyte,Chrysophycea,no,0
12,1,27.987,40,200,PZ,Chrysophyte,Chrysophycea,no,3
13,1,27.568,40,250,PZ,Chrysophyte,Chrysophycea,no,0
22,1,28.035,40,300,PZ,Chrysophyte,Chrysophycea,no,0
20,1,29.023,40,350,PZ,Chrysophyte,Chrysophycea,no,0
9,1,30.213,40,400,PZ,Chrysophyte,Chrysophycea,no,0
30,1,31.465,40,450,PZ,Chrysophyte,Chrysophycea,no,0
2,1,22.948,40,0,PZN,Chrysophyte,Chrysophycea,no,0
24,1,23.687,40,50,PZN,Chrysophyte,Chrysophycea,no,0
5,1,26.945,40,100,PZN,Chrysophyte,Chrysophycea,no,0
16,1,27.012,40,150,PZN,Chrysophyte,Chrysophycea,no,1.5
10,1,26.568,40,200,PZN,Chrysophyte,Chrysophycea,no,1.5
26,1,27.238,40,250,PZN,Chrysophyte,Chrysophycea,no,1.5
4,1,28.023,40,300,PZN,Chrysophyte,Chrysophycea,no,0
7,1,29.789,40,350,PZN,Chrysophyte,Chrysophycea,no,0
23,1,30.123,40,400,PZN,Chrysophyte,Chrysophycea,no,0
18,1,31.003,40,450,PZN,Chrysophyte,Chrysophycea,no,0
25,1,22.377,40,0,P,Anabaena,Cyanobacteria,yes,0
6,1,23.234,40,50,P,Anabaena,Cyanobacteria,yes,0
15,1,26.966,40,100,P,Anabaena,Cyanobacteria,yes,0
3,1,27.684,40,150,P,Anabaena,Cyanobacteria,yes,0
29,1,28.328,40,200,P,Anabaena,Cyanobacteria,yes,0
17,1,27.356,40,250,P,Anabaena,Cyanobacteria,yes,0
27,1,28.637,40,300,P,Anabaena,Cyanobacteria,yes,0
14,1,29.458,20,350,P,Anabaena,Cyanobacteria,yes,0
1,1,30.023,40,400,P,Anabaena,Cyanobacteria,yes,0
8,1,31.976,40,450,P,Anabaena,Cyanobacteria,yes,0
11,1,22.853,40,0,PZ,Anabaena,Cyanobacteria,yes,0
21,1,23.476,40,50,PZ,Anabaena,Cyanobacteria,yes,1.5
28,1,26.966,40,100,PZ,Anabaena,Cyanobacteria,yes,0
19,1,27.698,40,150,PZ,Anabaena,Cyanobacteria,yes,0
12,1,27.987,40,200,PZ,Anabaena,Cyanobacteria,yes,0
13,1,27.568,40,250,PZ,Anabaena,Cyanobacteria,yes,0
22,1,28.035,40,300,PZ,Anabaena,Cyanobacteria,yes,0
20,1,29.023,40,350,PZ,Anabaena,Cyanobacteria,yes,0
9,1,30.213,40,400,PZ,Anabaena,Cyanobacteria,yes,0
30,1,31.465,40,450,PZ,Anabaena,Cyanobacteria,yes,0
2,1,22.948,40,0,PZN,Anabaena,Cyanobacteria,yes,0
24,1,23.687,40,50,PZN,Anabaena,Cyanobacteria,yes,0
5,1,26.945,40,100,PZN,Anabaena,Cyanobacteria,yes,0
16,1,27.012,40,150,PZN,Anabaena,Cyanobacteria,yes,0
10,1,26.568,40,200,PZN,Anabaena,Cyanobacteria,yes,0
26,1,27.238,40,250,PZN,Anabaena,Cyanobacteria,yes,0
4,1,28.023,40,300,PZN,Anabaena,Cyanobacteria,yes,0
7,1,29.789,40,350,PZN,Anabaena,Cyanobacteria,yes,0
23,1,30.123,40,400,PZN,Anabaena,Cyanobacteria,yes,0
18,1,31.003,40,450,PZN,Anabaena,Cyanobacteria,yes,0
25,1,22.377,40,0,P,Dinobryon,Chrysophycea,no,0
6,1,23.234,40,50,P,Dinobryon,Chrysophycea,no,0
15,1,26.966,40,100,P,Dinobryon,Chrysophycea,no,0
3,1,27.684,40,150,P,Dinobryon,Chrysophycea,no,0
29,1,28.328,40,200,P,Dinobryon,Chrysophycea,no,0
17,1,27.356,40,250,P,Dinobryon,Chrysophycea,no,0
27,1,28.637,40,300,P,Dinobryon,Chrysophycea,no,0
14,1,29.458,20,350,P,Dinobryon,Chrysophycea,no,0
1,1,30.023,40,400,P,Dinobryon,Chrysophycea,no,0
8,1,31.976,40,450,P,Dinobryon,Chrysophycea,no,0
11,1,22.853,40,0,PZ,Dinobryon,Chrysophycea,no,0
21,1,23.476,40,50,PZ,Dinobryon,Chrysophycea,no,0
28,1,26.966,40,100,PZ,Dinobryon,Chrysophycea,no,0
19,1,27.698,40,150,PZ,Dinobryon,Chrysophycea,no,0
12,1,27.987,40,200,PZ,Dinobryon,Chrysophycea,no,0
13,1,27.568,40,250,PZ,Dinobryon,Chrysophycea,no,0
22,1,28.035,40,300,PZ,Dinobryon,Chrysophycea,no,0
20,1,29.023,40,350,PZ,Dinobryon,Chrysophycea,no,0
9,1,30.213,40,400,PZ,Dinobryon,Chrysophycea,no,0
30,1,31.465,40,450,PZ,Dinobryon,Chrysophycea,no,0
2,1,22.948,40,0,PZN,Dinobryon,Chrysophycea,no,0
24,1,23.687,40,50,PZN,Dinobryon,Chrysophycea,no,0
5,1,26.945,40,100,PZN,Dinobryon,Chrysophycea,no,0
16,1,27.012,40,150,PZN,Dinobryon,Chrysophycea,no,0
10,1,26.568,40,200,PZN,Dinobryon,Chrysophycea,no,0
26,1,27.238,40,250,PZN,Dinobryon,Chrysophycea,no,0
4,1,28.023,40,300,PZN,Dinobryon,Chrysophycea,no,0
7,1,29.789,40,350,PZN,Dinobryon,Chrysophycea,no,0
23,1,30.123,40,400,PZN,Dinobryon,Chrysophycea,no,0
18,1,31.003,40,450,PZN,Dinobryon,Chrysophycea,no,0
25,1,22.377,40,0,P,Coleosphaerium,Cyanobacteria,no,3
6,1,23.234,40,50,P,Coleosphaerium,Cyanobacteria,no,4.5
15,1,26.966,40,100,P,Coleosphaerium,Cyanobacteria,no,0
3,1,27.684,40,150,P,Coleosphaerium,Cyanobacteria,no,0
29,1,28.328,40,200,P,Coleosphaerium,Cyanobacteria,no,0
17,1,27.356,40,250,P,Coleosphaerium,Cyanobacteria,no,3
27,1,28.637,40,300,P,Coleosphaerium,Cyanobacteria,no,0
14,1,29.458,20,350,P,Coleosphaerium,Cyanobacteria,no,0
1,1,30.023,40,400,P,Coleosphaerium,Cyanobacteria,no,0
8,1,31.976,40,450,P,Coleosphaerium,Cyanobacteria,no,1.5
11,1,22.853,40,0,PZ,Coleosphaerium,Cyanobacteria,no,0
21,1,23.476,40,50,PZ,Coleosphaerium,Cyanobacteria,no,1.5
28,1,26.966,40,100,PZ,Coleosphaerium,Cyanobacteria,no,0
19,1,27.698,40,150,PZ,Coleosphaerium,Cyanobacteria,no,1.5
12,1,27.987,40,200,PZ,Coleosphaerium,Cyanobacteria,no,0
13,1,27.568,40,250,PZ,Coleosphaerium,Cyanobacteria,no,1.5
22,1,28.035,40,300,PZ,Coleosphaerium,Cyanobacteria,no,0
20,1,29.023,40,350,PZ,Coleosphaerium,Cyanobacteria,no,0
9,1,30.213,40,400,PZ,Coleosphaerium,Cyanobacteria,no,1.5
30,1,31.465,40,450,PZ,Coleosphaerium,Cyanobacteria,no,1.5
2,1,22.948,40,0,PZN,Coleosphaerium,Cyanobacteria,no,1.5
24,1,23.687,40,50,PZN,Coleosphaerium,Cyanobacteria,no,0
5,1,26.945,40,100,PZN,Coleosphaerium,Cyanobacteria,no,0
16,1,27.012,40,150,PZN,Coleosphaerium,Cyanobacteria,no,3
10,1,26.568,40,200,PZN,Coleosphaerium,Cyanobacteria,no,4.5
26,1,27.238,40,250,PZN,Coleosphaerium,Cyanobacteria,no,10.5
4,1,28.023,40,300,PZN,Coleosphaerium,Cyanobacteria,no,0
7,1,29.789,40,350,PZN,Coleosphaerium,Cyanobacteria,no,0
23,1,30.123,40,400,PZN,Coleosphaerium,Cyanobacteria,no,3
18,1,31.003,40,450,PZN,Coleosphaerium,Cyanobacteria,no,3
25,1,22.377,40,0,P,Cryptomonas,Cryptomonas,no,0
6,1,23.234,40,50,P,Cryptomonas,Cryptomonas,no,1.5
15,1,26.966,40,100,P,Cryptomonas,Cryptomonas,no,0
3,1,27.684,40,150,P,Cryptomonas,Cryptomonas,no,1.5
29,1,28.328,40,200,P,Cryptomonas,Cryptomonas,no,0
17,1,27.356,40,250,P,Cryptomonas,Cryptomonas,no,0
27,1,28.637,40,300,P,Cryptomonas,Cryptomonas,no,0
14,1,29.458,20,350,P,Cryptomonas,Cryptomonas,no,0
1,1,30.023,40,400,P,Cryptomonas,Cryptomonas,no,4.5
8,1,31.976,40,450,P,Cryptomonas,Cryptomonas,no,0
11,1,22.853,40,0,PZ,Cryptomonas,Cryptomonas,no,0
21,1,23.476,40,50,PZ,Cryptomonas,Cryptomonas,no,0
28,1,26.966,40,100,PZ,Cryptomonas,Cryptomonas,no,0
19,1,27.698,40,150,PZ,Cryptomonas,Cryptomonas,no,0
12,1,27.987,40,200,PZ,Cryptomonas,Cryptomonas,no,0
13,1,27.568,40,250,PZ,Cryptomonas,Cryptomonas,no,0
22,1,28.035,40,300,PZ,Cryptomonas,Cryptomonas,no,0
20,1,29.023,40,350,PZ,Cryptomonas,Cryptomonas,no,0
9,1,30.213,40,400,PZ,Cryptomonas,Cryptomonas,no,0
30,1,31.465,40,450,PZ,Cryptomonas,Cryptomonas,no,0
2,1,22.948,40,0,PZN,Cryptomonas,Cryptomonas,no,4.5
24,1,23.687,40,50,PZN,Cryptomonas,Cryptomonas,no,1.5
5,1,26.945,40,100,PZN,Cryptomonas,Cryptomonas,no,0
16,1,27.012,40,150,PZN,Cryptomonas,Cryptomonas,no,0
10,1,26.568,40,200,PZN,Cryptomonas,Cryptomonas,no,0
26,1,27.238,40,250,PZN,Cryptomonas,Cryptomonas,no,1.5
4,1,28.023,40,300,PZN,Cryptomonas,Cryptomonas,no,0
7,1,29.789,40,350,PZN,Cryptomonas,Cryptomonas,no,1.5
23,1,30.123,40,400,PZN,Cryptomonas,Cryptomonas,no,0
18,1,31.003,40,450,PZN,Cryptomonas,Cryptomonas,no,0
25,1,22.377,40,0,P,Diatom.w.protrusions,Diatom,no,0
6,1,23.234,40,50,P,Diatom.w.protrusions,Diatom,no,0
15,1,26.966,40,100,P,Diatom.w.protrusions,Diatom,no,0
3,1,27.684,40,150,P,Diatom.w.protrusions,Diatom,no,0
29,1,28.328,40,200,P,Diatom.w.protrusions,Diatom,no,0
17,1,27.356,40,250,P,Diatom.w.protrusions,Diatom,no,0
27,1,28.637,40,300,P,Diatom.w.protrusions,Diatom,no,0
14,1,29.458,20,350,P,Diatom.w.protrusions,Diatom,no,0
1,1,30.023,40,400,P,Diatom.w.protrusions,Diatom,no,0
8,1,31.976,40,450,P,Diatom.w.protrusions,Diatom,no,0
11,1,22.853,40,0,PZ,Diatom.w.protrusions,Diatom,no,0
21,1,23.476,40,50,PZ,Diatom.w.protrusions,Diatom,no,0
28,1,26.966,40,100,PZ,Diatom.w.protrusions,Diatom,no,0
19,1,27.698,40,150,PZ,Diatom.w.protrusions,Diatom,no,0
12,1,27.987,40,200,PZ,Diatom.w.protrusions,Diatom,no,0
13,1,27.568,40,250,PZ,Diatom.w.protrusions,Diatom,no,0
22,1,28.035,40,300,PZ,Diatom.w.protrusions,Diatom,no,0
20,1,29.023,40,350,PZ,Diatom.w.protrusions,Diatom,no,0
9,1,30.213,40,400,PZ,Diatom.w.protrusions,Diatom,no,0
30,1,31.465,40,450,PZ,Diatom.w.protrusions,Diatom,no,0
2,1,22.948,40,0,PZN,Diatom.w.protrusions,Diatom,no,0
24,1,23.687,40,50,PZN,Diatom.w.protrusions,Diatom,no,0
5,1,26.945,40,100,PZN,Diatom.w.protrusions,Diatom,no,0
16,1,27.012,40,150,PZN,Diatom.w.protrusions,Diatom,no,0
10,1,26.568,40,200,PZN,Diatom.w.protrusions,Diatom,no,0
26,1,27.238,40,250,PZN,Diatom.w.protrusions,Diatom,no,0
4,1,28.023,40,300,PZN,Diatom.w.protrusions,Diatom,no,0
7,1,29.789,40,350,PZN,Diatom.w.protrusions,Diatom,no,0
23,1,30.123,40,400,PZN,Diatom.w.protrusions,Diatom,no,0
18,1,31.003,40,450,PZN,Diatom.w.protrusions,Diatom,no,0
25,1,22.377,40,0,P,Fragilaria,Diatom,no,1.5
6,1,23.234,40,50,P,Fragilaria,Diatom,no,0
15,1,26.966,40,100,P,Fragilaria,Diatom,no,7.5
3,1,27.684,40,150,P,Fragilaria,Diatom,no,1.5
29,1,28.328,40,200,P,Fragilaria,Diatom,no,18
17,1,27.356,40,250,P,Fragilaria,Diatom,no,7.5
27,1,28.637,40,300,P,Fragilaria,Diatom,no,0
14,1,29.458,20,350,P,Fragilaria,Diatom,no,6
1,1,30.023,40,400,P,Fragilaria,Diatom,no,3
8,1,31.976,40,450,P,Fragilaria,Diatom,no,0
11,1,22.853,40,0,PZ,Fragilaria,Diatom,no,1.5
21,1,23.476,40,50,PZ,Fragilaria,Diatom,no,1.5
28,1,26.966,40,100,PZ,Fragilaria,Diatom,no,0
19,1,27.698,40,150,PZ,Fragilaria,Diatom,no,3
12,1,27.987,40,200,PZ,Fragilaria,Diatom,no,9
13,1,27.568,40,250,PZ,Fragilaria,Diatom,no,7.5
22,1,28.035,40,300,PZ,Fragilaria,Diatom,no,1.5
20,1,29.023,40,350,PZ,Fragilaria,Diatom,no,1.5
9,1,30.213,40,400,PZ,Fragilaria,Diatom,no,0
30,1,31.465,40,450,PZ,Fragilaria,Diatom,no,0
2,1,22.948,40,0,PZN,Fragilaria,Diatom,no,0
24,1,23.687,40,50,PZN,Fragilaria,Diatom,no,3
5,1,26.945,40,100,PZN,Fragilaria,Diatom,no,1.5
16,1,27.012,40,150,PZN,Fragilaria,Diatom,no,9
10,1,26.568,40,200,PZN,Fragilaria,Diatom,no,1.5
26,1,27.238,40,250,PZN,Fragilaria,Diatom,no,0
4,1,28.023,40,300,PZN,Fragilaria,Diatom,no,6
7,1,29.789,40,350,PZN,Fragilaria,Diatom,no,3
23,1,30.123,40,400,PZN,Fragilaria,Diatom,no,1.5
18,1,31.003,40,450,PZN,Fragilaria,Diatom,no,1.5
25,1,22.377,40,0,P,Euglenid,Flagellate,no,0
6,1,23.234,40,50,P,Euglenid,Flagellate,no,0
15,1,26.966,40,100,P,Euglenid,Flagellate,no,0
3,1,27.684,40,150,P,Euglenid,Flagellate,no,0
29,1,28.328,40,200,P,Euglenid,Flagellate,no,0
17,1,27.356,40,250,P,Euglenid,Flagellate,no,0
27,1,28.637,40,300,P,Euglenid,Flagellate,no,0
14,1,29.458,20,350,P,Euglenid,Flagellate,no,0
1,1,30.023,40,400,P,Euglenid,Flagellate,no,0
8,1,31.976,40,450,P,Euglenid,Flagellate,no,0
11,1,22.853,40,0,PZ,Euglenid,Flagellate,no,0
21,1,23.476,40,50,PZ,Euglenid,Flagellate,no,0
28,1,26.966,40,100,PZ,Euglenid,Flagellate,no,0
19,1,27.698,40,150,PZ,Euglenid,Flagellate,no,0
12,1,27.987,40,200,PZ,Euglenid,Flagellate,no,0
13,1,27.568,40,250,PZ,Euglenid,Flagellate,no,0
22,1,28.035,40,300,PZ,Euglenid,Flagellate,no,0
20,1,29.023,40,350,PZ,Euglenid,Flagellate,no,0
9,1,30.213,40,400,PZ,Euglenid,Flagellate,no,0
30,1,31.465,40,450,PZ,Euglenid,Flagellate,no,0
2,1,22.948,40,0,PZN,Euglenid,Flagellate,no,0
24,1,23.687,40,50,PZN,Euglenid,Flagellate,no,0
5,1,26.945,40,100,PZN,Euglenid,Flagellate,no,0
16,1,27.012,40,150,PZN,Euglenid,Flagellate,no,0
10,1,26.568,40,200,PZN,Euglenid,Flagellate,no,0
26,1,27.238,40,250,PZN,Euglenid,Flagellate,no,0
4,1,28.023,40,300,PZN,Euglenid,Flagellate,no,0
7,1,29.789,40,350,PZN,Euglenid,Flagellate,no,0
23,1,30.123,40,400,PZN,Euglenid,Flagellate,no,0
18,1,31.003,40,450,PZN,Euglenid,Flagellate,no,0
25,1,22.377,40,0,P,Arthrodesmus,Chlorophycea,no,0
6,1,23.234,40,50,P,Arthrodesmus,Chlorophycea,no,0
15,1,26.966,40,100,P,Arthrodesmus,Chlorophycea,no,1.5
3,1,27.684,40,150,P,Arthrodesmus,Chlorophycea,no,0
29,1,28.328,40,200,P,Arthrodesmus,Chlorophycea,no,0
17,1,27.356,40,250,P,Arthrodesmus,Chlorophycea,no,0
27,1,28.637,40,300,P,Arthrodesmus,Chlorophycea,no,0
14,1,29.458,20,350,P,Arthrodesmus,Chlorophycea,no,0
1,1,30.023,40,400,P,Arthrodesmus,Chlorophycea,no,0
8,1,31.976,40,450,P,Arthrodesmus,Chlorophycea,no,0
11,1,22.853,40,0,PZ,Arthrodesmus,Chlorophycea,no,0
21,1,23.476,40,50,PZ,Arthrodesmus,Chlorophycea,no,0
28,1,26.966,40,100,PZ,Arthrodesmus,Chlorophycea,no,0
19,1,27.698,40,150,PZ,Arthrodesmus,Chlorophycea,no,0
12,1,27.987,40,200,PZ,Arthrodesmus,Chlorophycea,no,0
13,1,27.568,40,250,PZ,Arthrodesmus,Chlorophycea,no,0
22,1,28.035,40,300,PZ,Arthrodesmus,Chlorophycea,no,0
20,1,29.023,40,350,PZ,Arthrodesmus,Chlorophycea,no,0
9,1,30.213,40,400,PZ,Arthrodesmus,Chlorophycea,no,0
30,1,31.465,40,450,PZ,Arthrodesmus,Chlorophycea,no,0
2,1,22.948,40,0,PZN,Arthrodesmus,Chlorophycea,no,0
24,1,23.687,40,50,PZN,Arthrodesmus,Chlorophycea,no,0
5,1,26.945,40,100,PZN,Arthrodesmus,Chlorophycea,no,0
16,1,27.012,40,150,PZN,Arthrodesmus,Chlorophycea,no,0
10,1,26.568,40,200,PZN,Arthrodesmus,Chlorophycea,no,0
26,1,27.238,40,250,PZN,Arthrodesmus,Chlorophycea,no,0
4,1,28.023,40,300,PZN,Arthrodesmus,Chlorophycea,no,0
7,1,29.789,40,350,PZN,Arthrodesmus,Chlorophycea,no,0
23,1,30.123,40,400,PZN,Arthrodesmus,Chlorophycea,no,0
18,1,31.003,40,450,PZN,Arthrodesmus,Chlorophycea,no,0
25,1,22.377,40,0,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
6,1,23.234,40,50,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
